customer_id,customer_name,email,registration_date,customer_type
C00373,Aditya Nair,aditya.nair373@example.com,2024-04-23,PREMIUM
C00374,Vivaan Patel,vivaan.patel374@example.com,2023-08-24,REGULAR
C00375,Riya Nair,riya.nair375@example.com,2023-11-24,REGULAR
C00376,Riya Nair,riya.nair376@example.com,2024-01-27,PREMIUM
C00377,Ananya Patel,ananya.patel377@example.com,2023-11-28,REGULAR
C00378,Kavya Gupta,kavya.gupta378@example.com,2024-02-21,REGULAR
C00379,Ananya Das,ananya.das379@example.com,2024-06-03,REGULAR
C00380,Kavya Sharma,kavya.sharma380@example.com,2024-06-11,REGULAR
C00381,Ishaan Verma,ishaan.verma381@example.com,2023-08-15,PREMIUM
C00382,Vivaan Nair,vivaan.nair382@example.com,2023-09-10,REGULAR
C00383,Kavya Nair,kavya.nair383@example.com,2023-10-01,VIP
C00384,Aarav Singh,aarav.singh384@example.com,2023-09-22,REGULAR
C00385,Ananya Nair,ananya.nair385@example.com,2023-11-10,REGULAR
C00386,Aarav Singh,aarav.singh386@example.com,2024-05-19,PREMIUM
C00387,Ananya Verma,ananya.verma387@example.com,2023-10-26,REGULAR
C00388,Aarav Reddy,aarav.reddy388@example.com,2023-07-14,REGULAR
C00389,Kavya Das,kavya.das389@example.com,2023-10-17,REGULAR
C00390,Ananya Iyer,ananya.iyer390@example.com,2024-02-17,REGULAR
C00391,Ananya Nair,ananya.nair391@example.com,2024-06-14,PREMIUM
C00392,Ananya Verma,ananya.verma392@example.com,2024-01-24,REGULAR
C00393,Diya Gupta,diya.gupta393@example.com,2024-03-03,PREMIUM
C00394,Riya Patel,riya.patel394@example.com,2024-01-22,REGULAR
C00395,Aditya Iyer,aditya.iyer395@example.com,2024-02-03,VIP
C00396,Diya Patel,diya.patel396@example.com,2023-09-10,PREMIUM
C00397,Vivaan Gupta,vivaan.gupta397@example.com,2023-09-28,REGULAR
C00398,Ananya Patel,ananya.patel398@example.com,2023-08-02,PREMIUM
C00399,Meera Verma,meera.verma399@example.com,2023-08-15,REGULAR
C00400,Meera Iyer,meera.iyer400@example.com,2024-07-01,REGULAR
C00401,Aditya Reddy,aditya.reddy401@example.com,2024-01-18,VIP
C00402,Kavya Reddy,kavya.reddy402@example.com,2024-03-17,VIP
C00403,Aditya Verma,aditya.verma403@example.com,2024-02-10,PREMIUM
C00404,Vivaan Das,vivaan.das404@example.com,2023-10-08,PREMIUM
C00405,Meera Sharma,meera.sharma405@example.com,2023-08-07,REGULAR
C00406,Riya Patel,riya.patel406@example.com,2023-09-09,REGULAR
C00407,Aditya Patel,aditya.patel407@example.com,2023-07-22,PREMIUM
C00408,Aditya Singh,aditya.singh408@example.com,2024-06-18,REGULAR
C00409,Arjun Singh,arjun.singh409@example.com,2023-09-02,REGULAR
C00410,Kavya Reddy,kavya.reddy410@example.com,2023-10-11,REGULAR
C00411,Kavya Reddy,kavya.reddy411@example.com,2024-01-04,REGULAR
C00412,Riya Singh,riya.singh412@example.com,2023-11-17,PREMIUM
C00413,Diya Das,diya.das413@example.com,2023-10-14,REGULAR
C00414,Aditya Reddy,aditya.reddy414@example.com,2023-09-05,REGULAR
C00415,Ishaan Sharma,ishaan.sharma415@example.com,2023-08-17,REGULAR
C00416,Ananya Das,ananya.das416@example.com,2024-05-19,PREMIUM
C00417,Meera Verma,meera.verma417@example.com,2024-02-16,REGULAR
C00418,Aditya Gupta,aditya.gupta418@example.com,2023-11-23,PREMIUM
C00419,Aditya Khan,aditya.khan419@example.com,2024-05-25,VIP
C00420,Arjun Singh,arjun.singh420@example.com,2024-01-14,VIP
C00421,Diya Sharma,diya.sharma421@example.com,2023-12-21,REGULAR
C00422,Arjun Khan,arjun.khan422@example.com,2024-05-30,REGULAR
C00423,Aarav Iyer,aarav.iyer423@example.com,2024-05-21,PREMIUM
C00424,Ananya Patel,ananya.patel424@example.com,2024-05-01,REGULAR
C00425,Kavya Patel,kavya.patel425@example.com,2023-07-15,REGULAR
C00426,Riya Sharma,riya.sharma426@example.com,2024-05-31,REGULAR
C00427,Arjun Patel,arjun.patel427@example.com,2023-10-04,VIP
C00428,Riya Das,riya.das428@example.com,2023-12-07,REGULAR
C00429,Ishaan Reddy,ishaan.reddy429@example.com,2024-02-07,REGULAR
C00430,Arjun Khan,arjun.khan430@example.com,2023-08-18,PREMIUM
C00431,Kavya Verma,kavya.verma431@example.com,2024-05-15,PREMIUM
C00432,Kavya Nair,kavya.nair432@example.com,2023-10-10,REGULAR
C00433,Meera Nair,meera.nair433@example.com,2024-03-09,PREMIUM
C00434,Ishaan Khan,ishaan.khan434@example.com,2024-07-10,REGULAR
C00435,Arjun Nair,arjun.nair435@example.com,2023-12-10,REGULAR
C00436,Vivaan Das,vivaan.das436@example.com,2024-01-08,REGULAR
C00437,Meera Das,meera.das437@example.com,2023-10-25,PREMIUM
C00438,Meera Das,meera.das438@example.com,2024-06-30,REGULAR
C00439,Kavya Sharma,kavya.sharma439@example.com,2023-08-20,REGULAR
C00440,Ananya Gupta,ananya.gupta440@example.com,2024-07-02,REGULAR
C00441,Vivaan Iyer,vivaan.iyer441@example.com,2024-03-09,PREMIUM
C00442,Vivaan Nair,vivaan.nair442@example.com,2024-01-22,REGULAR
C00443,Ananya Das,ananya.das443@example.com,2024-01-19,PREMIUM
C00444,Aditya Singh,aditya.singh444@example.com,2023-07-20,REGULAR
C00445,Aditya Patel,aditya.patel445@example.com,2024-06-08,PREMIUM
C00446,Kavya Sharma,kavya.sharma446@example.com,2024-02-11,REGULAR
C00447,Arjun Sharma,arjun.sharma447@example.com,2024-01-31,VIP
C00448,Meera Khan,meera.khan448@example.com,2023-10-06,REGULAR
C00449,Aarav Reddy,aarav.reddy449@example.com,2024-02-15,REGULAR
C00450,Aarav Iyer,aarav.iyer450@example.com,2024-02-22,REGULAR
C00451,Ananya Khan,ananya.khan451@example.com,2023-12-19,PREMIUM
C00452,Diya Iyer,diya.iyer452@example.com,2024-04-06,REGULAR
C00453,Kavya Iyer,kavya.iyer453@example.com,2023-10-19,REGULAR
C00454,Vivaan Khan,vivaan.khan454@example.com,2024-05-31,REGULAR
C00455,Aditya Das,aditya.das455@example.com,2024-02-11,REGULAR
C00456,Vivaan Iyer,vivaan.iyer456@example.com,2023-08-07,REGULAR
C00457,Kavya Nair,kavya.nair457@example.com,2023-12-05,REGULAR
C00458,Kavya Iyer,kavya.iyer458@example.com,2023-11-25,REGULAR
C00459,Ananya Nair,ananya.nair459@example.com,2023-12-01,REGULAR
C00460,Aarav Verma,aarav.verma460@example.com,2023-08-02,REGULAR
C00461,Ananya Das,ananya.das461@example.com,2023-07-29,REGULAR
C00462,Aarav Patel,aarav.patel462@example.com,2023-09-03,REGULAR
C00463,Kavya Sharma,kavya.sharma463@example.com,2024-05-07,REGULAR
C00464,Ananya Iyer,ananya.iyer464@example.com,2023-12-27,VIP
C00465,Aarav Nair,aarav.nair465@example.com,2024-04-23,REGULAR
C00466,Ananya Iyer,ananya.iyer466@example.com,2023-11-26,PREMIUM
C00467,Riya Patel,riya.patel467@example.com,2023-10-13,REGULAR
C00468,Ananya Gupta,ananya.gupta468@example.com,2024-03-05,VIP
C00469,Aarav Patel,aarav.patel469@example.com,2023-10-29,REGULAR
C00470,Meera Verma,meera.verma470@example.com,2024-02-27,PREMIUM
C00471,Kavya Reddy,kavya.reddy471@example.com,2023-09-01,REGULAR
C00472,Kavya Reddy,kavya.reddy472@example.com,2024-05-09,REGULAR
C00473,Vivaan Singh,vivaan.singh473@example.com,2024-04-13,PREMIUM
C00474,Kavya Verma,kavya.verma474@example.com,2023-07-27,VIP
C00475,Ananya Iyer,ananya.iyer475@example.com,2023-07-13,REGULAR
C00476,Meera Gupta,meera.gupta476@example.com,2024-02-08,PREMIUM
C00477,Aditya Iyer,aditya.iyer477@example.com,2023-10-24,REGULAR
C00478,Arjun Patel,arjun.patel478@example.com,2024-03-11,PREMIUM
C00479,Aarav Iyer,aarav.iyer479@example.com,2023-10-01,REGULAR
C00480,Kavya Das,kavya.das480@example.com,2024-05-05,REGULAR
C00481,Vivaan Verma,vivaan.verma481@example.com,2024-02-03,REGULAR
C00482,Kavya Das,kavya.das482@example.com,2023-12-13,PREMIUM
C00483,Riya Verma,riya.verma483@example.com,2024-05-07,VIP
C00484,Vivaan Singh,vivaan.singh484@example.com,2023-11-15,REGULAR
C00485,Ananya Patel,ananya.patel485@example.com,2023-10-02,REGULAR
C00486,Aditya Patel,aditya.patel486@example.com,2023-12-02,REGULAR
C00487,Aarav Verma,aarav.verma487@example.com,2023-10-19,REGULAR
C00488,Aditya Patel,aditya.patel488@example.com,2024-01-27,VIP
C00489,Arjun Iyer,arjun.iyer489@example.com,2023-10-19,PREMIUM
C00490,Vivaan Gupta,vivaan.gupta490@example.com,2024-04-01,REGULAR
C00491,Meera Gupta,meera.gupta491@example.com,2024-05-07,REGULAR
C00492,Riya Das,riya.das492@example.com,2024-05-24,REGULAR
C00493,Aditya Nair,aditya.nair493@example.com,2023-09-17,REGULAR
C00494,Riya Nair,riya.nair494@example.com,2024-01-20,PREMIUM
C00495,Riya Sharma,riya.sharma495@example.com,2024-06-26,REGULAR
C00496,Riya Gupta,riya.gupta496@example.com,2023-08-12,REGULAR
C00497,Riya Khan,riya.khan497@example.com,2023-08-29,REGULAR
C00498,Kavya Das,kavya.das498@example.com,2024-02-13,REGULAR
C00499,Ishaan Singh,ishaan.singh499@example.com,2024-03-07,PREMIUM
C00500,Diya Gupta,diya.gupta500@example.com,2023-11-21,REGULAR
C00501,Aarav Patel,aarav.patel501@example.com,2023-11-28,REGULAR
C00502,Kavya Reddy,kavya.reddy502@example.com,2024-01-18,REGULAR
C00503,Ananya Iyer,ananya.iyer503@example.com,2024-01-16,VIP
C00504,Aditya Iyer,aditya.iyer504@example.com,2023-10-21,REGULAR
C00505,Ananya Reddy,ananya.reddy505@example.com,2023-11-15,REGULAR
C00506,Kavya Reddy,kavya.reddy506@example.com,2024-04-29,REGULAR
C00507,Ishaan Khan,ishaan.khan507@example.com,2023-08-30,REGULAR
C00508,Aditya Iyer,aditya.iyer508@example.com,2023-09-19,PREMIUM
C00509,Arjun Patel,arjun.patel509@example.com,2023-10-29,VIP
C00510,Kavya Singh,kavya.singh510@example.com,2024-02-04,REGULAR
C00511,Vivaan Khan,vivaan.khan511@example.com,2023-10-26,REGULAR
C00512,Arjun Reddy,arjun.reddy512@example.com,2023-09-16,REGULAR
C00513,Aarav Gupta,aarav.gupta513@example.com,2023-10-31,REGULAR
C00514,Kavya Gupta,kavya.gupta514@example.com,2023-10-10,REGULAR
C00515,Vivaan Khan,vivaan.khan515@example.com,2024-05-03,PREMIUM
C00516,Ananya Khan,ananya.khan516@example.com,2024-01-05,REGULAR
C00517,Aarav Nair,aarav.nair517@example.com,2023-09-27,REGULAR
C00518,Meera Gupta,meera.gupta518@example.com,2024-06-03,REGULAR
C00519,Kavya Das,kavya.das519@example.com,2024-02-18,PREMIUM
C00520,Riya Nair,riya.nair520@example.com,2024-05-11,REGULAR
C00521,Vivaan Khan,vivaan.khan521@example.com,2024-01-01,PREMIUM
C00522,Ananya Das,ananya.das522@example.com,2024-01-05,PREMIUM
C00523,Arjun Nair,arjun.nair523@example.com,2023-10-24,REGULAR
C00524,Aarav Sharma,aarav.sharma524@example.com,2024-06-21,REGULAR
C00525,Ananya Singh,ananya.singh525@example.com,2023-10-19,REGULAR
C00526,Riya Das,riya.das526@example.com,2024-04-30,REGULAR
C00527,Riya Iyer,riya.iyer527@example.com,2024-04-18,REGULAR
C00528,Riya Gupta,riya.gupta528@example.com,2023-09-11,REGULAR
C00529,Meera Das,meera.das529@example.com,2023-11-03,PREMIUM
C00530,Ishaan Singh,ishaan.singh530@example.com,2024-07-02,REGULAR
C00531,Vivaan Khan,vivaan.khan531@example.com,2023-09-16,REGULAR
C00532,Aarav Nair,aarav.nair532@example.com,2023-11-11,REGULAR
C00533,Riya Nair,riya.nair533@example.com,2024-03-16,PREMIUM
C00534,Riya Singh,riya.singh534@example.com,2024-04-14,REGULAR
C00535,Riya Khan,riya.khan535@example.com,2024-04-26,PREMIUM
C00536,Arjun Sharma,arjun.sharma536@example.com,2023-09-21,VIP
C00537,Vivaan Reddy,vivaan.reddy537@example.com,2024-07-01,REGULAR
C00538,Diya Patel,diya.patel538@example.com,2023-12-12,REGULAR
C00539,Diya Das,diya.das539@example.com,2023-09-01,PREMIUM
C00540,Aarav Patel,aarav.patel540@example.com,2023-10-19,REGULAR
C00541,Ananya Singh,ananya.singh541@example.com,2023-10-15,REGULAR
C00542,Aditya Singh,aditya.singh542@example.com,2023-10-12,REGULAR
C00543,Ananya Gupta,ananya.gupta543@example.com,2023-09-02,REGULAR
C00544,Arjun Gupta,arjun.gupta544@example.com,2023-09-29,REGULAR
C00545,Ishaan Gupta,ishaan.gupta545@example.com,2023-07-16,REGULAR
C00546,Kavya Iyer,kavya.iyer546@example.com,2023-11-08,REGULAR
C00547,Ishaan Gupta,ishaan.gupta547@example.com,2024-05-09,REGULAR
C00548,Meera Khan,meera.khan548@example.com,2023-12-21,PREMIUM
C00549,Aditya Gupta,aditya.gupta549@example.com,2024-06-19,REGULAR
C00550,Vivaan Iyer,vivaan.iyer550@example.com,2023-11-27,REGULAR
C00551,Kavya Reddy,kavya.reddy551@example.com,2024-03-29,PREMIUM
C00552,Ishaan Das,ishaan.das552@example.com,2023-07-20,REGULAR
C00553,Vivaan Nair,vivaan.nair553@example.com,2023-09-14,REGULAR
C00554,Aarav Das,aarav.das554@example.com,2024-03-17,REGULAR
C00555,Aarav Verma,aarav.verma555@example.com,2023-12-12,REGULAR
C00556,Kavya Verma,kavya.verma556@example.com,2023-07-28,PREMIUM
C00557,Aarav Das,aarav.das557@example.com,2024-04-21,REGULAR
C00558,Kavya Singh,kavya.singh558@example.com,2023-08-12,REGULAR
C00559,Ishaan Iyer,ishaan.iyer559@example.com,2024-02-15,REGULAR
C00560,Vivaan Nair,vivaan.nair560@example.com,2024-03-14,REGULAR
C00561,Aarav Patel,aarav.patel561@example.com,2023-12-10,PREMIUM
C00562,Aditya Sharma,aditya.sharma562@example.com,2023-12-20,PREMIUM
C00563,Aditya Gupta,aditya.gupta563@example.com,2024-06-21,REGULAR
C00564,Riya Nair,riya.nair564@example.com,2024-05-17,PREMIUM
C00565,Ananya Gupta,ananya.gupta565@example.com,2023-11-21,VIP
C00566,Meera Das,meera.das566@example.com,2023-11-01,PREMIUM
C00567,Aditya Das,aditya.das567@example.com,2023-11-14,REGULAR
C00568,Vivaan Iyer,vivaan.iyer568@example.com,2024-04-18,PREMIUM
C00569,Ishaan Patel,ishaan.patel569@example.com,2024-07-03,PREMIUM
C00570,Ishaan Nair,ishaan.nair570@example.com,2023-07-31,PREMIUM
C00571,Aditya Nair,aditya.nair571@example.com,2023-08-18,PREMIUM
C00572,Diya Das,diya.das572@example.com,2024-01-25,REGULAR
C00573,Vivaan Patel,vivaan.patel573@example.com,2024-04-30,REGULAR
C00574,Arjun Sharma,arjun.sharma574@example.com,2024-02-28,REGULAR
C00575,Kavya Gupta,kavya.gupta575@example.com,2024-01-24,REGULAR
C00576,Riya Sharma,riya.sharma576@example.com,2024-02-28,REGULAR
C00577,Arjun Sharma,arjun.sharma577@example.com,2023-08-04,REGULAR
C00578,Ishaan Patel,ishaan.patel578@example.com,2023-12-16,REGULAR
C00579,Ishaan Verma,ishaan.verma579@example.com,2023-08-18,PREMIUM
C00580,Ishaan Iyer,ishaan.iyer580@example.com,2023-08-31,REGULAR
C00581,Aditya Singh,aditya.singh581@example.com,2024-04-23,REGULAR
C00582,Riya Iyer,riya.iyer582@example.com,2023-12-11,PREMIUM
C00583,Kavya Das,kavya.das583@example.com,2023-08-05,PREMIUM
C00584,Arjun Nair,arjun.nair584@example.com,2024-05-30,REGULAR
C00585,Meera Iyer,meera.iyer585@example.com,2024-06-01,PREMIUM
C00586,Vivaan Sharma,vivaan.sharma586@example.com,2023-10-04,PREMIUM
C00587,Arjun Nair,arjun.nair587@example.com,2023-10-10,REGULAR
C00588,Ananya Das,ananya.das588@example.com,2023-11-27,REGULAR
C00589,Arjun Nair,arjun.nair589@example.com,2023-11-03,REGULAR
C00590,Meera Singh,meera.singh590@example.com,2024-06-12,REGULAR
C00591,Meera Khan,meera.khan591@example.com,2023-11-20,REGULAR
C00592,Meera Singh,meera.singh592@example.com,2023-08-01,PREMIUM
C00593,Aarav Khan,aarav.khan593@example.com,2024-03-02,PREMIUM
C00594,Arjun Nair,arjun.nair594@example.com,2024-06-03,REGULAR
C00595,Ananya Verma,ananya.verma595@example.com,2023-10-07,VIP
C00596,Vivaan Singh,vivaan.singh596@example.com,2024-06-24,REGULAR
C00597,Aditya Patel,aditya.patel597@example.com,2023-08-17,VIP
C00598,Diya Iyer,diya.iyer598@example.com,2023-12-28,REGULAR
C00599,Diya Khan,diya.khan599@example.com,2024-05-30,REGULAR
C00600,Meera Patel,meera.patel600@example.com,2023-08-11,PREMIUM
